"source","dest","action","shDest","verified"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_run_20251114_082942\pyright.log","novapolis-dev\archive\reports\pyright.log","MOVED","31660D4716B6A4A3C051DEAD437F5E62CCEBA64A5F7950E96B2DDE15018A36D4","True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_run_20251114_082942\pytest.log","novapolis-dev\archive\reports\pytest.log","MOVED","D045FD5F8DAF91EBDF936DC48A8F3AC31651D977AE54C946647CB244C48DE5BB","True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_run_20251114_082942\ruff.log","novapolis-dev\archive\reports\ruff.log","MOVED","3476659735A6851C2927ECEE6636634AA8B8959BA61CD51EFD3C6319EFB84624","True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_run_20251114_082942\yamllint.log","novapolis-dev\archive\reports\yamllint.log","MOVED","EEBDF745AEB98AA10CC19ED10D6F89C892401E0DE5539FD112F312FAE3C43CD1","True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_run_20251114_083051\black.log","novapolis-dev\archive\reports\black.log","DELETE_SOURCE_ONLY_IDENTICAL",,"True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_run_20251114_083051\frontmatter.log","novapolis-dev\archive\reports\frontmatter.log","DELETE_SOURCE_ONLY_IDENTICAL",,"True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_run_20251114_083051\hadolint.log","novapolis-dev\archive\reports\hadolint.log","DELETE_SOURCE_ONLY_IDENTICAL",,"True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_run_20251114_083051\jsonlint.log","novapolis-dev\archive\reports\jsonlint.log","DELETE_SOURCE_ONLY_IDENTICAL",,"True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_run_20251114_083051\markdownlint.log","novapolis-dev\archive\reports\markdownlint.log","DELETE_SOURCE_ONLY_IDENTICAL",,"True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_run_20251114_083051\mypy.log","novapolis-dev\archive\reports\mypy.log","DELETE_SOURCE_ONLY_IDENTICAL",,"True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_run_20251114_083051\pyright.log","novapolis-dev\archive\reports\pyright.log","DELETE_SOURCE_ONLY_IDENTICAL",,"True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_run_20251114_083051\pytest.log","novapolis-dev\archive\reports\pytest_FFA4705D.log","MOVED","FFA4705D9DE190A77E9BE86AFB8DAC6DDF82CB1FB515F17CA907022FFA4A326C","True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_run_20251114_083051\ruff.log","novapolis-dev\archive\reports\ruff.log","DELETE_SOURCE_ONLY_IDENTICAL",,"True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_run_20251114_083051\yamllint.log","novapolis-dev\archive\reports\yamllint.log","DELETE_SOURCE_ONLY_IDENTICAL",,"True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_run_20251114_083211\black.log","novapolis-dev\archive\reports\black_490195AB.log","MOVED","490195AB497A59B10D2C61F1C5A45CB675A0C962B6AB5A3403B0697A646C57BE","True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_run_20251114_083211\frontmatter.log","novapolis-dev\archive\reports\frontmatter.log","DELETE_SOURCE_ONLY_IDENTICAL",,"True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_run_20251114_083211\hadolint.log","novapolis-dev\archive\reports\hadolint.log","DELETE_SOURCE_ONLY_IDENTICAL",,"True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_run_20251114_083211\jsonlint.log","novapolis-dev\archive\reports\jsonlint.log","DELETE_SOURCE_ONLY_IDENTICAL",,"True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_run_20251114_083211\markdownlint.log","novapolis-dev\archive\reports\markdownlint.log","DELETE_SOURCE_ONLY_IDENTICAL",,"True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_run_20251114_083211\mypy.log","novapolis-dev\archive\reports\mypy.log","DELETE_SOURCE_ONLY_IDENTICAL",,"True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_run_20251114_083211\pyright.log","novapolis-dev\archive\reports\pyright.log","DELETE_SOURCE_ONLY_IDENTICAL",,"True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_run_20251114_083211\pytest.log","novapolis-dev\archive\reports\pytest_B872F865.log","MOVED","B872F865710D28FCC954ACC574B716859CB4E0DD9CA9A88C3FCB2A9483257860","True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_run_20251114_083211\ruff.log","novapolis-dev\archive\reports\ruff_02485571.log","MOVED","02485571E21F423B6DE9D85B2B7B8A43963C5643A5C60A33ADDBB8C8562E7EF1","True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_run_20251114_083211\yamllint.log","novapolis-dev\archive\reports\yamllint.log","DELETE_SOURCE_ONLY_IDENTICAL",,"True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_run_20251114_083251\black.log","novapolis-dev\archive\reports\black_9873F5BB.log","MOVED","9873F5BB653E47BEFDF12657E691DBD5CE93203503E6E2FC48DC3B5DFE8766B3","True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_run_20251114_083251\frontmatter.log","novapolis-dev\archive\reports\frontmatter.log","DELETE_SOURCE_ONLY_IDENTICAL",,"True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_run_20251114_083251\hadolint.log","novapolis-dev\archive\reports\hadolint.log","DELETE_SOURCE_ONLY_IDENTICAL",,"True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_run_20251114_083251\jsonlint.log","novapolis-dev\archive\reports\jsonlint.log","DELETE_SOURCE_ONLY_IDENTICAL",,"True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_run_20251114_083251\markdownlint.log","novapolis-dev\archive\reports\markdownlint.log","DELETE_SOURCE_ONLY_IDENTICAL",,"True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_run_20251114_083251\mypy.log","novapolis-dev\archive\reports\mypy_156C2EC6.log","MOVED","156C2EC6630BE5D1D7050A17E44E7D817BDB4AFEEB84E5DCD96656F9C7E3892A","True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_run_20251114_083251\pyright.log","novapolis-dev\archive\reports\pyright.log","DELETE_SOURCE_ONLY_IDENTICAL",,"True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_run_20251114_083251\pytest.log","novapolis-dev\archive\reports\pytest_A75D56E1.log","MOVED","A75D56E1C7911FAD018B5482CB1930118D68618817B4300434D9A0B7E19D2943","True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_run_20251114_083251\ruff.log","novapolis-dev\archive\reports\ruff_115B3F72.log","MOVED","115B3F72671707C067E780B952CEDE1AA220DA62407E1C8CCE3CD089648113FC","True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_run_20251114_083251\yamllint.log","novapolis-dev\archive\reports\yamllint.log","DELETE_SOURCE_ONLY_IDENTICAL",,"True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_run_20251114_083329\black.log","novapolis-dev\archive\reports\black_F31697CF.log","MOVED","F31697CF0E944E590FC190F0A36C7604275BB38C61B69C6A6B271F90BD0741D5","True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_run_20251114_083329\frontmatter.log","novapolis-dev\archive\reports\frontmatter.log","DELETE_SOURCE_ONLY_IDENTICAL",,"True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_run_20251114_083329\hadolint.log","novapolis-dev\archive\reports\hadolint.log","DELETE_SOURCE_ONLY_IDENTICAL",,"True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_run_20251114_083329\jsonlint.log","novapolis-dev\archive\reports\jsonlint.log","DELETE_SOURCE_ONLY_IDENTICAL",,"True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_run_20251114_083329\markdownlint.log","novapolis-dev\archive\reports\markdownlint.log","DELETE_SOURCE_ONLY_IDENTICAL",,"True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_run_20251114_083329\mypy.log","novapolis-dev\archive\reports\mypy_156C2EC6.log","MOVED","156C2EC6630BE5D1D7050A17E44E7D817BDB4AFEEB84E5DCD96656F9C7E3892A","True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_run_20251114_083329\pyright.log","novapolis-dev\archive\reports\pyright.log","DELETE_SOURCE_ONLY_IDENTICAL",,"True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_run_20251114_083329\pytest.log","novapolis-dev\archive\reports\pytest_C9E94A31.log","MOVED","C9E94A31D9C6044E9E3B101679088DCD423CE0203EE4A5D4DB3086A60BC7DB60","True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_run_20251114_083329\ruff.log","novapolis-dev\archive\reports\ruff_115B3F72.log","MOVED","115B3F72671707C067E780B952CEDE1AA220DA62407E1C8CCE3CD089648113FC","True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_run_20251114_083329\yamllint.log","novapolis-dev\archive\reports\yamllint.log","DELETE_SOURCE_ONLY_IDENTICAL",,"True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_run_20251114_084031\black.log","novapolis-dev\archive\reports\black_177D2B69.log","MOVED","177D2B69BFCE54B87EE1DCFCC7DDABFCD8695CC5E8B6D28332D991CA8B0471A9","True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_run_20251114_084031\frontmatter.log","novapolis-dev\archive\reports\frontmatter.log","DELETE_SOURCE_ONLY_IDENTICAL",,"True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_run_20251114_084031\hadolint.log","novapolis-dev\archive\reports\hadolint.log","DELETE_SOURCE_ONLY_IDENTICAL",,"True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_run_20251114_084031\jsonlint.log","novapolis-dev\archive\reports\jsonlint.log","DELETE_SOURCE_ONLY_IDENTICAL",,"True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_run_20251114_084031\markdownlint.log","novapolis-dev\archive\reports\markdownlint.log","DELETE_SOURCE_ONLY_IDENTICAL",,"True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_run_20251114_084031\mypy.log","novapolis-dev\archive\reports\mypy_156C2EC6.log","MOVED","156C2EC6630BE5D1D7050A17E44E7D817BDB4AFEEB84E5DCD96656F9C7E3892A","True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_run_20251114_084031\pyright.log","novapolis-dev\archive\reports\pyright.log","DELETE_SOURCE_ONLY_IDENTICAL",,"True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_run_20251114_084031\pytest.log","novapolis-dev\archive\reports\pytest_8B7E9B51.log","MOVED","8B7E9B51166838A04BAC389F17EBB739D8FDF6A549407E28F1A6129675338F48","True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_run_20251114_084031\ruff.log","novapolis-dev\archive\reports\ruff_0F6B6DF5.log","MOVED","0F6B6DF52FE7891C3F93DB061892E4C521B4E7509630B822AD562B4DF2AC6554","True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_run_20251114_084031\yamllint.log","novapolis-dev\archive\reports\yamllint.log","DELETE_SOURCE_ONLY_IDENTICAL",,"True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_run_20251114_084101\black.log","novapolis-dev\archive\reports\black_D4587DF7.log","MOVED","D4587DF776D60BC624A1C90995005153BC1FD2E9BDA4D5F49C8AF42235C8A635","True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_run_20251114_084101\frontmatter.log","novapolis-dev\archive\reports\frontmatter.log","DELETE_SOURCE_ONLY_IDENTICAL",,"True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_run_20251114_084101\hadolint.log","novapolis-dev\archive\reports\hadolint.log","DELETE_SOURCE_ONLY_IDENTICAL",,"True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_run_20251114_084101\jsonlint.log","novapolis-dev\archive\reports\jsonlint.log","DELETE_SOURCE_ONLY_IDENTICAL",,"True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_run_20251114_084101\markdownlint.log","novapolis-dev\archive\reports\markdownlint.log","DELETE_SOURCE_ONLY_IDENTICAL",,"True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_run_20251114_084101\mypy.log","novapolis-dev\archive\reports\mypy_156C2EC6.log","MOVED","156C2EC6630BE5D1D7050A17E44E7D817BDB4AFEEB84E5DCD96656F9C7E3892A","True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_run_20251114_084101\pyright.log","novapolis-dev\archive\reports\pyright.log","DELETE_SOURCE_ONLY_IDENTICAL",,"True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_run_20251114_084101\pytest.log","novapolis-dev\archive\reports\pytest_AB51F4F4.log","MOVED","AB51F4F4301A9D97111943B865600CD8BF8A3E41D6523E3749222C7F523584C8","True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_run_20251114_084101\ruff.log","novapolis-dev\archive\reports\ruff_602AE30C.log","MOVED","602AE30CE4BBE934A1649FCA9D868B2AEA4116EFDD6A7197EC41CFC034899A27","True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_run_20251114_084101\yamllint.log","novapolis-dev\archive\reports\yamllint.log","DELETE_SOURCE_ONLY_IDENTICAL",,"True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_run_20251114_084156\black.log","novapolis-dev\archive\reports\black_12A4DF7C.log","MOVED","12A4DF7CC211B7361461AD84928F4FFC9A6A8496DF3FB8FD6B1A27474423873F","True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_run_20251114_084156\frontmatter.log","novapolis-dev\archive\reports\frontmatter.log","DELETE_SOURCE_ONLY_IDENTICAL",,"True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_run_20251114_084156\hadolint.log","novapolis-dev\archive\reports\hadolint.log","DELETE_SOURCE_ONLY_IDENTICAL",,"True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_run_20251114_084156\jsonlint.log","novapolis-dev\archive\reports\jsonlint.log","DELETE_SOURCE_ONLY_IDENTICAL",,"True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_run_20251114_084156\markdownlint.log","novapolis-dev\archive\reports\markdownlint.log","DELETE_SOURCE_ONLY_IDENTICAL",,"True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_run_20251114_084156\mypy.log","novapolis-dev\archive\reports\mypy_156C2EC6.log","MOVED","156C2EC6630BE5D1D7050A17E44E7D817BDB4AFEEB84E5DCD96656F9C7E3892A","True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_run_20251114_084156\pyright.log","novapolis-dev\archive\reports\pyright.log","DELETE_SOURCE_ONLY_IDENTICAL",,"True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_run_20251114_084156\pytest.log","novapolis-dev\archive\reports\pytest_CA88BC59.log","MOVED","CA88BC595D62670DE68753645C35415CC586A9F2777AA8AF778411A39D84B75D","True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_run_20251114_084156\ruff.log","novapolis-dev\archive\reports\ruff_6E0401D3.log","MOVED","6E0401D37B089E85500D957DA63041E11F120C36C469AEA8F11D63C12DBD2927","True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_run_20251114_084156\yamllint.log","novapolis-dev\archive\reports\yamllint.log","DELETE_SOURCE_ONLY_IDENTICAL",,"True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_run_20251114_084321\black.log","novapolis-dev\archive\reports\black_8B29A9C4.log","MOVED","8B29A9C415D69D7902D3F105E4E555920C607589FE023AE2173D4C4F357F8E9C","True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_run_20251114_084321\frontmatter.log","novapolis-dev\archive\reports\frontmatter.log","DELETE_SOURCE_ONLY_IDENTICAL",,"True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_run_20251114_084321\hadolint.log","novapolis-dev\archive\reports\hadolint.log","DELETE_SOURCE_ONLY_IDENTICAL",,"True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_run_20251114_084321\jsonlint.log","novapolis-dev\archive\reports\jsonlint.log","DELETE_SOURCE_ONLY_IDENTICAL",,"True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_run_20251114_084321\markdownlint.log","novapolis-dev\archive\reports\markdownlint.log","DELETE_SOURCE_ONLY_IDENTICAL",,"True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_run_20251114_084321\mypy.log","novapolis-dev\archive\reports\mypy_156C2EC6.log","MOVED","156C2EC6630BE5D1D7050A17E44E7D817BDB4AFEEB84E5DCD96656F9C7E3892A","True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_run_20251114_084321\pyright.log","novapolis-dev\archive\reports\pyright.log","DELETE_SOURCE_ONLY_IDENTICAL",,"True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_run_20251114_084321\pytest.log","novapolis-dev\archive\reports\pytest_7117EDE1.log","MOVED","7117EDE1894B741477D0DBF105CD4F386718EEEB2EDCD0D908F7130133A6BEF9","True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_run_20251114_084321\ruff.log","novapolis-dev\archive\reports\ruff_87C0FC41.log","MOVED","87C0FC41F6DC59573CAE0A352B78222DF5C0547E61DBD9E21DB91046532A5828","True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_run_20251114_084321\yamllint.log","novapolis-dev\archive\reports\yamllint.log","DELETE_SOURCE_ONLY_IDENTICAL",,"True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_run_20251114_084405\black.log","novapolis-dev\archive\reports\black_BAAA3952.log","MOVED","BAAA39528B62ABCC28D715D2B0DA3E397A33C0A2C35F1094CAD13548FD3724B3","True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_run_20251114_084405\frontmatter.log","novapolis-dev\archive\reports\frontmatter.log","DELETE_SOURCE_ONLY_IDENTICAL",,"True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_run_20251114_084405\hadolint.log","novapolis-dev\archive\reports\hadolint.log","DELETE_SOURCE_ONLY_IDENTICAL",,"True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_run_20251114_084405\jsonlint.log","novapolis-dev\archive\reports\jsonlint.log","DELETE_SOURCE_ONLY_IDENTICAL",,"True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_run_20251114_084405\markdownlint.log","novapolis-dev\archive\reports\markdownlint.log","DELETE_SOURCE_ONLY_IDENTICAL",,"True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_run_20251114_084405\mypy.log","novapolis-dev\archive\reports\mypy_156C2EC6.log","MOVED","156C2EC6630BE5D1D7050A17E44E7D817BDB4AFEEB84E5DCD96656F9C7E3892A","True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_run_20251114_084405\pyright.log","novapolis-dev\archive\reports\pyright.log","DELETE_SOURCE_ONLY_IDENTICAL",,"True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_run_20251114_084405\pytest.log","novapolis-dev\archive\reports\pytest_AB51F4F4.log","MOVED","AB51F4F4301A9D97111943B865600CD8BF8A3E41D6523E3749222C7F523584C8","True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_run_20251114_084405\ruff.log","novapolis-dev\archive\reports\ruff_EE1A2481.log","MOVED","EE1A24819F5D11A682DD7DEBF8ACA39E20FF95753FFCF85D2CF73210D8073807","True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_run_20251114_084405\yamllint.log","novapolis-dev\archive\reports\yamllint.log","DELETE_SOURCE_ONLY_IDENTICAL",,"True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_run_20251114_085153\black.log","novapolis-dev\archive\reports\black_80694692.log","MOVED","80694692C8E71A64236B5575D4A9DF69E203EF025689657C2CF831C30524D61B","True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_run_20251114_085153\frontmatter.log","novapolis-dev\archive\reports\frontmatter.log","DELETE_SOURCE_ONLY_IDENTICAL",,"True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_run_20251114_085153\hadolint.log","novapolis-dev\archive\reports\hadolint.log","DELETE_SOURCE_ONLY_IDENTICAL",,"True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_run_20251114_085153\jsonlint.log","novapolis-dev\archive\reports\jsonlint.log","DELETE_SOURCE_ONLY_IDENTICAL",,"True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_run_20251114_085153\markdownlint.log","novapolis-dev\archive\reports\markdownlint.log","DELETE_SOURCE_ONLY_IDENTICAL",,"True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_run_20251114_085153\mypy.log","novapolis-dev\archive\reports\mypy_DD7F77F2.log","MOVED","DD7F77F2CB5479555F89B1040955F3CA78786EC0D853722EED04BCD9179D3F44","True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_run_20251114_085153\pyright.log","novapolis-dev\archive\reports\pyright.log","DELETE_SOURCE_ONLY_IDENTICAL",,"True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_run_20251114_085153\pytest.log","novapolis-dev\archive\reports\pytest_2B522F19.log","MOVED","2B522F198569C4B7B08A2A06DCFD9CD50AAB5FB9B7D213F265DD799325D67854","True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_run_20251114_085153\ruff.log","novapolis-dev\archive\reports\ruff_10F13DA2.log","MOVED","10F13DA20EB2ADAD3DB72F346859B8DB26E7FC2918A62889C7008FCCDBB7B012","True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_run_20251114_085153\yamllint.log","novapolis-dev\archive\reports\yamllint.log","DELETE_SOURCE_ONLY_IDENTICAL",,"True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_run_20251114_102250\black.log","novapolis-dev\archive\reports\black_100788AE.log","MOVED","100788AE92CD27918FEA0502EE869E882903F52650A65A504377F6E915A04DAD","True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_run_20251114_102250\frontmatter.log","novapolis-dev\archive\reports\frontmatter.log","DELETE_SOURCE_ONLY_IDENTICAL",,"True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_run_20251114_102250\hadolint.log","novapolis-dev\archive\reports\hadolint.log","DELETE_SOURCE_ONLY_IDENTICAL",,"True"
"F:\VS Code Workspace\Main\novapolis-dev\archive\docs_archives_20251114_202548\old_tmp_reports\checks_run_20251114_102250\jsonlint.log","novapolis-dev\archive\reports\jsonlint.log","DELETE_SOURCE_ONLY_IDENTICAL",,"True"
